City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
301,Roros,NO,62.5747,11.3842,48.04,87,90,2.3,overcast clouds,0.0,0
302,Makrana,IN,27.05,74.7167,79.95,63,5,10.47,clear sky,0.0,0
303,Sinnamary,GF,5.3833,-52.95,75.43,86,94,9.78,overcast clouds,0.0,0
304,Saveh,IR,35.0213,50.3566,80.24,21,1,5.1,clear sky,0.0,0
305,Fortuna,US,40.5982,-124.1573,69.93,69,90,1.99,overcast clouds,0.0,0
306,Zilair,RU,52.2332,57.4392,62.44,30,98,1.61,overcast clouds,0.0,0
307,Nuuk,GL,64.1835,-51.7216,47.01,100,90,12.66,light intensity shower rain,0.4,0
308,Okhotsk,RU,59.3833,143.3,64.26,83,91,3.51,overcast clouds,0.0,0
309,Diapaga,BF,12.0708,1.7889,74.23,88,66,5.06,broken clouds,0.0,0
310,Sayan,PE,-11.1361,-77.1933,67.62,62,16,2.42,few clouds,0.0,0
311,Ouadda,CF,8.0777,22.4007,66.88,97,96,2.01,overcast clouds,0.0,0
312,Talara,PE,-4.5772,-81.2719,64.02,87,33,14.76,scattered clouds,0.0,0
313,San Quintin,MX,30.4833,-115.95,73.94,74,23,10.31,few clouds,0.0,0
314,Abalak,RU,58.1286,68.5944,56.03,84,68,3.24,broken clouds,0.0,0
315,Burnie,AU,-41.0667,145.9167,45.19,88,97,19.53,overcast clouds,0.0,0
316,Kropotkin,RU,45.4375,40.5756,67.19,84,98,2.3,overcast clouds,0.0,0
317,Ukiah,US,39.1502,-123.2078,111.13,20,1,8.05,clear sky,0.0,0
318,Tumbes,PE,-3.5667,-80.4414,73.0,86,75,6.33,broken clouds,0.0,0
319,Venice,US,27.0998,-82.4543,79.99,94,20,1.99,light rain,0.75,0
320,Biltine,TD,14.5333,20.9167,78.75,68,82,2.21,broken clouds,0.0,0
321,Saint George,US,37.1041,-113.5841,105.64,20,1,5.01,clear sky,0.0,0
322,Chicama,PE,-7.8447,-79.1469,61.34,80,47,7.34,scattered clouds,0.0,0
323,Arteaga,MX,18.4667,-102.4167,70.74,93,79,3.65,broken clouds,0.0,0
324,Nishihara,JP,26.1842,127.7558,85.28,84,75,8.05,broken clouds,0.0,0
325,Northam,GB,51.0333,-4.2167,61.66,87,67,13.09,broken clouds,0.0,0
326,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.77,77,52,10.04,broken clouds,0.0,0
327,Fort Frances,CA,48.5999,-93.4003,88.02,39,1,4.0,clear sky,0.0,0
328,Riyadh,SA,24.6877,46.7219,87.94,18,5,7.2,clear sky,0.0,0
329,Port-Gentil,GA,-0.7193,8.7815,76.62,84,84,13.31,broken clouds,0.0,0
330,Saint-Augustin,CA,51.226,-58.6502,62.38,78,53,11.25,broken clouds,0.0,0
331,Pentecoste,BR,-3.7928,-39.2703,79.68,80,70,4.63,broken clouds,0.0,0
332,Manaus,BR,-3.1019,-60.025,81.09,78,0,1.14,clear sky,0.0,0
333,Imbituba,BR,-28.24,-48.6703,64.29,97,40,3.33,scattered clouds,0.0,0
334,Rovaniemi,FI,66.5,25.7167,51.21,93,90,13.8,light intensity shower rain,0.1,0
335,Pionerskiy,RU,54.9508,20.2275,55.24,84,64,11.25,broken clouds,0.0,0
336,Ahipara,NZ,-35.1667,173.1667,58.41,70,27,8.59,scattered clouds,0.0,0
337,Segou,ML,13.4317,-6.2157,77.49,77,99,7.99,overcast clouds,0.0,0
338,Lindi,TZ,-10.0,39.7167,66.18,96,3,4.65,clear sky,0.0,0
339,Lake Havasu City,US,34.4839,-114.3224,108.25,25,1,3.0,clear sky,0.0,0
340,Komsomolskiy,UZ,40.4272,71.7189,66.92,30,0,4.61,clear sky,0.0,0
341,Ust-Shonosha,RU,61.1531,41.343,57.33,97,100,8.3,light rain,0.35,0
342,Xiangxiang,CN,27.7333,112.5333,75.02,92,88,1.9,overcast clouds,0.0,0
343,Khandyga,RU,62.6667,135.6,69.89,69,90,4.43,overcast clouds,0.0,0
344,Jinchang,CN,38.4953,102.1739,69.26,62,8,11.39,clear sky,0.0,0
345,Kalinagar,IN,28.6167,80.1,77.36,88,90,4.07,overcast clouds,0.0,0
346,Ambilobe,MG,-13.2,49.05,66.85,79,10,3.96,clear sky,0.0,0
347,Port Elizabeth,ZA,-33.918,25.5701,55.69,94,0,2.3,clear sky,0.0,0
348,Samarai,PG,-10.6167,150.6667,79.25,84,31,14.52,scattered clouds,0.0,0
349,Sibut,CF,5.718,19.0739,69.96,98,100,2.3,moderate rain,2.24,0
350,Husavik,IS,66.0449,-17.3389,48.11,85,57,2.75,broken clouds,0.0,0
351,Half Moon Bay,US,37.4636,-122.4286,96.12,71,1,6.91,clear sky,0.0,0
352,Palauig,PH,15.435,119.9045,82.02,74,80,1.19,broken clouds,0.0,0
353,Quatre Cocos,MU,-20.2078,57.7625,68.11,74,98,15.05,light rain,0.31,0
354,Kutum,SD,14.2,24.6667,77.27,58,88,3.24,overcast clouds,0.0,0
355,Dabrowa Tarnowska,PL,50.1746,20.9863,68.68,86,46,5.53,scattered clouds,0.0,0
356,Zhigansk,RU,66.7697,123.3711,54.46,53,100,6.58,overcast clouds,0.0,0
357,Trinidad,BO,-14.8333,-64.9,77.31,40,8,3.4,clear sky,0.0,0
358,Waipawa,NZ,-41.4122,175.5153,54.23,67,33,20.22,scattered clouds,0.0,0
359,Qorveh,IR,35.1664,47.8045,67.53,28,0,7.99,clear sky,0.0,0
360,Loei,TH,17.4167,101.5,67.37,98,100,2.68,overcast clouds,0.0,0
361,Truth Or Consequences,US,33.1284,-107.2528,82.63,47,1,0.0,clear sky,0.0,0
362,Shitanjing,CN,39.2342,106.3439,68.04,62,49,16.13,scattered clouds,0.0,0
363,Izumo,JP,35.3667,132.7667,73.35,94,75,3.44,broken clouds,0.0,0
364,Gusinoye Ozero,RU,51.1144,106.2614,69.58,72,98,2.82,overcast clouds,0.0,0
365,Shache,CN,38.4167,77.2406,69.03,28,99,1.9,overcast clouds,0.0,0
366,Fort-Shevchenko,KZ,44.5086,50.263,80.2,41,1,8.43,clear sky,0.0,0
367,Najran,SA,17.4924,44.1277,83.05,20,96,3.13,overcast clouds,0.0,0
368,Airai,TL,-8.9266,125.4092,68.0,57,15,5.08,few clouds,0.0,0
369,Merauke,ID,-8.4667,140.3333,79.84,76,90,14.27,overcast clouds,0.0,0
370,Inhambane,MZ,-23.865,35.3833,63.64,77,6,7.38,clear sky,0.0,0
371,Balikpapan,ID,-1.2675,116.8289,76.12,90,100,3.76,light rain,0.87,0
372,Aksu,CN,41.1231,80.2644,67.86,43,91,5.68,overcast clouds,0.0,0
373,Buala,SB,-8.145,159.5921,79.65,83,98,4.92,light rain,0.8,0
374,Letka,RU,59.6011,49.4232,56.8,72,73,7.29,broken clouds,0.0,0
375,Farah,AF,32.5,62.5,71.26,18,0,4.18,clear sky,0.0,0
376,Lakeside,US,30.13,-81.7682,83.01,74,1,1.99,clear sky,0.0,0
377,Carnarvon,AU,-24.8667,113.6333,64.47,75,45,6.91,scattered clouds,0.0,0
378,Moba,CN,33.2288,105.0179,60.15,99,100,4.32,overcast clouds,0.0,0
379,Curup,ID,-3.4667,102.5333,68.29,96,90,4.07,overcast clouds,0.0,0
380,Victoria,HK,22.2855,114.1577,87.96,86,48,4.83,scattered clouds,0.0,0
381,Dingle,PH,10.9995,122.6711,81.59,80,78,5.08,light rain,0.27,0
382,Nalut,LY,30.3333,10.85,81.79,28,0,9.17,clear sky,0.0,0
383,Pervomayskoye,RU,43.919,46.7102,71.78,77,71,7.54,broken clouds,0.0,0
384,Berlevag,NO,70.8578,29.0864,45.57,81,98,13.49,overcast clouds,0.0,0
385,Nabire,ID,-3.3667,135.4833,81.05,77,53,1.21,broken clouds,0.0,0
386,Blythe,US,33.6103,-114.5964,104.04,26,91,7.85,overcast clouds,0.0,0
387,Mulheim,GY,6.6072,-57.8881,75.52,85,82,7.72,light rain,0.37,0
388,Kaihua,CN,23.3687,104.28,66.83,98,99,3.11,moderate rain,1.54,0
389,Kabanjahe,ID,3.1001,98.4908,63.36,99,100,2.19,light rain,0.69,0
390,Zyryanovsk,KZ,49.7386,84.2719,51.28,87,2,0.51,clear sky,0.0,0
391,Makakilo City,US,21.3469,-158.0858,89.92,44,1,6.91,clear sky,0.0,0
392,Nyahururu,KE,0.0421,36.3673,52.07,86,99,2.51,overcast clouds,0.0,0
393,Atambua,ID,-9.1061,124.8925,79.03,59,16,4.09,few clouds,0.0,0
394,Norman Wells,CA,65.282,-126.8329,59.04,77,75,2.3,light rain,0.22,0
395,Machaneng,BW,-23.1862,27.4886,53.44,78,0,5.97,clear sky,0.0,0
396,Lerwick,GB,60.1545,-1.1494,48.2,77,93,16.73,overcast clouds,0.0,0
397,Grimmen,DE,54.1121,13.0405,59.58,87,84,6.71,broken clouds,0.0,0
398,Pisco,PE,-13.7,-76.2167,62.65,77,0,11.5,clear sky,0.0,0
399,Haines Junction,CA,60.7522,-137.5108,64.35,39,62,6.91,broken clouds,0.0,0
400,Aitape,PG,-3.1374,142.3475,84.33,67,58,2.77,broken clouds,0.0,0
401,Pascagoula,US,30.3658,-88.5561,82.51,86,35,9.6,scattered clouds,0.0,0
402,Rudbar,AF,30.15,62.6,76.68,18,0,10.67,clear sky,0.0,0
403,Adrar,MR,20.5022,-10.0711,93.7,16,41,8.01,scattered clouds,0.0,0
404,Kruisfontein,ZA,-34.0033,24.7314,53.33,58,0,6.49,clear sky,0.0,0
405,Kasongo-Lunda,CD,-6.4667,16.8167,82.58,39,88,2.01,overcast clouds,0.0,0
406,Tazovskiy,RU,67.4667,78.7,46.58,85,99,20.09,overcast clouds,0.0,0
407,Olinda,BR,-8.0089,-34.8553,73.13,68,40,10.36,scattered clouds,0.0,0
408,Caravelas,BR,-17.7125,-39.2481,69.85,87,11,5.41,few clouds,0.0,0
409,Poya,NC,-21.35,165.15,72.81,60,76,7.63,broken clouds,0.0,0
410,Miami,US,25.7743,-80.1937,85.01,79,90,3.0,overcast clouds,0.0,0
411,Bilma,NE,18.6853,12.9164,92.89,29,25,8.08,scattered clouds,0.0,0
412,Azul,AR,-36.777,-59.8585,45.63,82,7,6.67,clear sky,0.0,0
413,North Bend,US,43.4065,-124.2243,76.24,78,90,12.66,overcast clouds,0.0,0
414,Beringovskiy,RU,63.05,179.3167,46.56,89,100,5.88,light rain,0.26,0
415,Sorland,NO,67.667,12.6934,51.89,78,100,20.38,overcast clouds,0.0,0
416,Itarema,BR,-2.9248,-39.9167,77.61,83,20,9.93,few clouds,0.0,0
417,Oyama,JP,36.3,139.8,71.49,89,100,3.51,light rain,0.61,0
418,Clyde River,CA,70.4692,-68.5914,44.28,78,97,0.78,overcast clouds,0.0,0
419,Parrita,CR,9.5201,-84.3225,80.51,88,84,4.12,light rain,0.65,0
420,Boras,SE,57.721,12.9401,56.82,96,100,3.6,overcast clouds,0.0,0
421,Sampit,ID,-2.5333,112.95,75.7,95,98,3.04,overcast clouds,0.0,0
422,Bloemhof,ZA,-27.6469,25.607,49.68,80,6,8.88,clear sky,0.0,0
423,Pontes E Lacerda,BR,-15.2261,-59.3353,77.88,37,6,2.08,clear sky,0.0,0
424,Oussouye,SN,12.485,-16.5469,80.69,88,100,2.75,overcast clouds,0.0,0
425,Callaway,US,30.153,-85.5699,84.25,75,40,4.0,scattered clouds,0.0,0
426,Mailsi,PK,29.8003,72.1758,87.91,44,42,6.38,scattered clouds,0.0,0
427,Klaksvik,FO,62.2266,-6.589,45.52,74,36,7.58,scattered clouds,0.0,0
428,Strezhevoy,RU,60.7333,77.5889,53.58,77,23,4.41,few clouds,0.0,0
429,Nanortalik,GL,60.1432,-45.2371,48.76,98,100,12.03,light rain,1.0,0
430,Cloquet,US,46.7216,-92.4594,81.99,42,1,8.05,clear sky,0.0,0
431,Huarmey,PE,-10.0681,-78.1522,63.46,83,51,10.11,broken clouds,0.0,0
432,Korla,CN,41.7597,86.1469,72.59,39,100,2.42,overcast clouds,0.0,0
433,Tatarsk,RU,55.219,75.9828,59.2,78,59,3.4,broken clouds,0.0,0
434,Buin,CL,-33.7333,-70.75,48.24,74,100,1.86,overcast clouds,0.0,0
435,Katobu,ID,-4.9408,122.5276,79.11,81,13,4.43,few clouds,0.0,0
436,Hue,VN,16.4667,107.6,84.31,74,20,2.3,few clouds,0.0,0
437,Chumikan,RU,54.7183,135.315,71.62,59,22,18.68,few clouds,0.0,0
438,Coari,BR,-4.085,-63.1414,78.48,68,64,3.02,broken clouds,0.0,0
439,Sechura,PE,-5.5569,-80.8222,67.14,72,46,15.84,scattered clouds,0.0,0
440,Saint-Pierre,RE,-21.3393,55.4781,64.04,82,75,8.05,light rain,0.13,0
441,Craig,US,40.5153,-107.5464,84.96,17,1,9.22,clear sky,0.0,0
442,Grand Gaube,MU,-20.0064,57.6608,68.4,74,83,4.0,broken clouds,0.0,0
443,Belaya Gora,RU,68.5333,146.4167,53.33,49,100,9.44,overcast clouds,0.0,0
444,Taft,IR,31.7471,54.2088,78.75,13,20,4.61,few clouds,0.0,0
445,Boende,CD,-0.2167,20.8667,73.98,77,48,2.66,scattered clouds,0.0,0
446,Pangai,TO,-19.8,-174.35,75.31,57,20,13.8,few clouds,0.0,0
447,Vila,PT,42.0304,-8.1588,56.7,76,0,5.66,clear sky,0.0,0
448,Tres Rios,BR,-22.1167,-43.2092,65.12,86,6,2.62,clear sky,0.0,0
449,Turukhansk,RU,65.8167,87.9833,54.84,92,81,7.07,broken clouds,0.0,0
450,San Francisco Del Mar,MX,16.2333,-94.65,86.72,68,54,9.08,broken clouds,0.0,0
451,Lagoa,PT,39.05,-27.9833,71.28,82,99,9.57,overcast clouds,0.0,0
452,Bandarbeyla,SO,9.4942,50.8122,76.86,77,48,29.3,scattered clouds,0.0,0
453,Acapulco,MX,16.8634,-99.8901,85.82,74,90,4.61,overcast clouds,0.0,0
454,Bonthe,SL,7.5264,-12.505,76.46,85,100,7.43,light rain,0.51,0
455,Katsuura,JP,35.1333,140.3,71.64,88,100,13.18,overcast clouds,0.0,0
456,Tura,IN,25.5198,90.2201,74.46,98,99,5.19,overcast clouds,0.0,0
457,Chute-Aux-Outardes,CA,49.1168,-68.399,62.91,67,1,5.75,clear sky,0.0,0
458,Tocopilla,CL,-22.092,-70.1979,61.52,71,19,6.78,few clouds,0.0,0
459,Romny,UA,50.751,33.4747,64.87,57,3,2.21,clear sky,0.0,0
460,Thenzawl,IN,23.3167,92.75,69.24,100,100,0.85,heavy intensity rain,8.24,0
461,Moose Factory,CA,51.2585,-80.6094,77.0,53,90,12.66,overcast clouds,0.0,0
462,Manokwari,ID,-0.8667,134.0833,82.9,69,39,6.2,scattered clouds,0.0,0
463,Zlobin,HR,45.2924,14.6541,69.1,69,0,3.76,clear sky,0.0,0
464,Kupang,ID,-10.1667,123.5833,82.98,69,20,17.27,few clouds,0.0,0
465,Marsh Harbour,BS,26.5412,-77.0636,82.47,80,98,18.45,overcast clouds,0.0,0
466,Kayerkan,RU,69.3497,87.7602,53.92,94,100,15.08,light rain,0.37,0
467,Mitsamiouli,KM,-11.3847,43.2844,76.51,73,8,7.09,clear sky,0.0,0
468,Marsa Matruh,EG,31.3525,27.2453,77.47,67,0,5.79,clear sky,0.0,0
469,Jackson,US,42.4165,-122.8345,101.17,31,1,10.36,smoke,0.0,0
470,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,83,0,14.97,clear sky,0.0,0
471,Cabedelo,BR,-6.9811,-34.8339,74.07,80,41,14.56,scattered clouds,0.0,0
472,Laguna,US,38.421,-121.4238,105.13,31,1,6.91,haze,0.0,0
473,Xuddur,SO,4.1213,43.8894,69.37,78,40,17.58,scattered clouds,0.0,0
474,Port Said,EG,31.2565,32.2841,82.89,65,0,8.12,clear sky,0.0,0
475,Pulandian,CN,39.3953,121.9669,78.93,77,97,6.24,overcast clouds,0.0,0
476,Akyab,MM,20.15,92.9,80.24,88,100,10.69,overcast clouds,0.0,0
477,Margate,GB,51.3813,1.3862,63.91,81,57,1.99,broken clouds,0.0,0
478,Camacha,PT,33.0833,-16.3333,83.16,88,20,12.66,few clouds,0.0,0
479,Chitungwiza,ZW,-18.0127,31.0756,49.44,83,19,5.73,few clouds,0.0,0
480,Mabaruma,GY,8.2,-59.7833,72.9,97,90,2.91,overcast clouds,0.0,0
481,Badulla,LK,6.9895,81.0557,69.17,80,100,4.72,overcast clouds,0.0,0
482,Pacific Grove,US,36.6177,-121.9166,95.61,85,1,3.0,clear sky,0.0,0
483,Mayskiy,RU,47.6931,40.1025,65.61,86,100,4.07,overcast clouds,0.0,0
484,Taihe,CN,30.8712,105.3845,73.62,86,99,3.18,overcast clouds,0.0,0
485,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.46,78,91,11.01,overcast clouds,0.0,0
486,Shitkino,RU,56.3703,98.3543,57.11,77,98,4.09,overcast clouds,0.0,0
487,Chalus,IR,36.655,51.4204,76.46,78,20,4.61,few clouds,0.0,0
488,Wanning,CN,18.8003,110.3967,82.65,86,70,9.82,broken clouds,0.0,0
489,Tierra Colorada,MX,17.1667,-99.5833,82.96,93,62,2.48,broken clouds,0.0,0
490,Pinawa,CA,50.1489,-95.8811,93.69,23,64,5.7,broken clouds,0.0,0
491,Tuy Hoa,VN,13.0833,109.3,77.61,79,97,5.01,overcast clouds,0.0,0
492,Masyaf,SY,35.0653,36.3406,73.45,73,0,7.96,clear sky,0.0,0
493,Lodwar,KE,3.1191,35.5973,84.24,41,93,8.9,overcast clouds,0.0,0
494,Keflavik,IS,64.0049,-22.5624,51.71,100,90,10.36,light intensity drizzle,0.0,0
495,Poltava,UA,49.5937,34.5407,64.13,47,26,6.04,scattered clouds,0.0,0
496,Rio Grande,BR,-32.035,-52.0986,56.95,85,2,4.12,clear sky,0.0,0
497,Mahenge,TZ,-8.6833,36.7167,58.46,77,38,1.41,scattered clouds,0.0,0
498,Murchison,NZ,-41.8,172.3333,48.56,88,97,3.0,overcast clouds,0.0,0
499,Christchurch,NZ,-43.5333,172.6333,61.0,41,9,9.22,clear sky,0.0,0
500,Tonj,SS,7.2737,28.6822,70.29,88,99,3.69,overcast clouds,0.0,0
501,Ahuimanu,US,21.4447,-157.8378,91.11,55,20,14.97,few clouds,0.0,0
502,Huron,US,41.1501,-82.5499,71.04,82,76,7.63,broken clouds,0.0,0
503,Locri,IT,38.2414,16.2623,82.81,59,0,11.68,clear sky,0.0,0
504,Champerico,GT,14.3,-91.9167,83.35,84,78,6.11,broken clouds,0.0,0
505,Dukat,RU,62.55,155.55,60.82,53,50,5.7,scattered clouds,0.0,0
506,Ciudad Del Maiz,MX,22.4,-99.6,77.54,52,13,11.18,few clouds,0.0,0
507,Hadejia,NG,12.4498,10.0444,76.69,83,96,5.26,light rain,0.63,0
508,Acari,PE,-15.4311,-74.6158,65.05,70,30,4.65,scattered clouds,0.0,0
509,Zapolyarnyy,RU,69.4154,30.8136,42.08,84,100,12.64,overcast clouds,0.0,0
510,Faya,SA,18.3851,42.4509,69.91,57,97,4.32,overcast clouds,0.0,0
511,Cap Malheureux,MU,-19.9842,57.6142,68.49,74,77,4.0,broken clouds,0.0,0
512,Singaraja,ID,-8.112,115.0882,79.68,73,4,2.68,clear sky,0.0,0
513,Libreville,GA,0.3925,9.4537,78.82,83,40,8.05,scattered clouds,0.0,0
514,Kroya,ID,-7.6331,109.2461,76.71,89,67,8.05,broken clouds,0.0,0
515,Vanavara,RU,60.34,102.2797,57.15,81,33,3.8,scattered clouds,0.0,0
516,Vostok,RU,46.4856,135.8833,67.64,64,63,2.04,broken clouds,0.0,0
517,Itaituba,BR,-4.2761,-55.9836,77.97,74,93,1.14,overcast clouds,0.0,0
518,Yakima,US,46.4665,-120.6678,103.53,18,1,4.61,smoke,0.0,0
519,Wasilla,US,61.5814,-149.4394,64.72,51,90,3.44,overcast clouds,0.0,0
520,Honningsvag,NO,70.9821,25.9704,45.72,79,100,12.48,overcast clouds,0.0,0
521,Avera,US,33.194,-82.5271,82.74,80,100,5.97,overcast clouds,0.0,0
522,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,47,0,11.5,clear sky,0.0,0
523,Snezhnogorsk,RU,69.1933,33.2531,44.38,83,100,13.89,overcast clouds,0.0,0
524,Robinson,US,31.4677,-97.1147,84.81,77,1,4.61,clear sky,0.0,0
525,Krasnovka,RU,48.8177,40.0923,69.4,68,100,0.74,overcast clouds,0.0,0
526,Tema,GH,5.667,-0.0166,76.28,80,75,10.69,broken clouds,0.0,0
527,Blagoyevo,RU,63.3667,47.9167,58.39,94,100,7.23,light rain,0.21,0
528,Paragominas,BR,-2.9667,-47.4833,75.65,71,66,3.98,broken clouds,0.0,0
529,Rundu,NA,-17.9333,19.7667,59.16,35,0,6.49,clear sky,0.0,0
530,Opuwo,NA,-18.0607,13.84,63.07,55,0,4.27,clear sky,0.0,0
531,Sigli,ID,5.3848,95.9609,77.43,80,99,3.83,overcast clouds,0.0,0
532,Hami,CN,42.8,93.45,76.15,41,100,5.97,overcast clouds,0.0,0
533,Takoradi,GH,4.8845,-1.7554,74.89,84,63,8.59,broken clouds,0.0,0
534,Ganzhou,CN,28.8184,115.4327,75.58,98,100,1.45,overcast clouds,0.0,0
535,Nagornyy,RU,52.7959,83.5498,60.15,90,60,2.21,broken clouds,0.0,0
536,Naze,JP,28.3667,129.4833,83.32,81,95,10.89,overcast clouds,0.0,0
537,Taoudenni,ML,22.6783,-3.9836,101.5,10,79,2.77,broken clouds,0.0,0
538,Peniche,PT,39.3558,-9.3811,67.48,88,0,15.73,clear sky,0.0,0
539,Abha,SA,18.2164,42.5053,69.62,68,0,0.0,clear sky,0.0,0
540,Tonantins,BR,-2.8731,-67.8022,74.26,91,99,3.15,overcast clouds,0.0,0
541,Ketchikan,US,55.3422,-131.6461,60.98,60,70,6.71,broken clouds,0.0,0
542,Curug,ID,-6.2658,106.5564,78.58,78,20,2.3,haze,0.0,0
543,Solnechnyy,RU,50.7214,136.6319,72.37,61,5,3.22,clear sky,0.0,0
544,Tilichiki,RU,60.4667,166.1,58.75,70,96,6.13,overcast clouds,0.0,0
545,Campos Altos,BR,-19.6961,-46.1714,67.71,36,73,2.91,broken clouds,0.0,0
546,Poum,NC,-20.2333,164.0167,72.82,63,91,21.41,overcast clouds,0.0,0
547,Padang,ID,-0.9492,100.3543,77.38,85,100,3.62,overcast clouds,0.0,0
548,Bolitoc,PH,15.7395,119.8769,81.72,74,87,1.12,overcast clouds,0.0,0
549,Longyearbyen,SJ,78.2186,15.6401,37.24,87,75,6.91,broken clouds,0.0,0
550,Pahrump,US,36.2083,-115.9839,107.44,16,6,4.0,clear sky,0.0,0
551,Necochea,AR,-38.5473,-58.7368,48.04,67,68,9.95,broken clouds,0.0,0
552,Bara,NG,10.3744,10.7288,73.44,92,98,5.73,light rain,0.69,0
553,Qui Nhon,VN,13.7667,109.2333,78.03,73,75,2.26,broken clouds,0.0,0
554,Smidovich,RU,48.6,133.8167,70.88,67,13,6.35,few clouds,0.0,0
555,Rocha,UY,-34.4833,-54.3333,51.13,100,67,2.46,broken clouds,0.0,0
556,Polunochnoye,RU,60.8697,60.4153,55.74,80,58,4.14,broken clouds,0.0,0
557,Blyth,GB,55.1271,-1.5086,57.47,89,0,9.22,clear sky,0.0,0
558,Yangcun,CN,39.3639,117.0603,75.18,82,90,3.62,overcast clouds,0.0,0
559,Moscow,RU,55.7522,37.6156,68.14,79,85,6.44,overcast clouds,0.0,0
560,Chitral,PK,35.8462,71.7858,67.3,60,2,0.92,clear sky,0.0,0
561,Alto Piquiri,BR,-24.0281,-53.4406,70.9,52,55,4.7,broken clouds,0.0,0
562,Tomatlan,MX,19.9333,-105.25,85.01,81,82,7.16,broken clouds,0.0,0
563,Gisborne,NZ,-38.6533,178.0042,58.95,51,3,12.59,clear sky,0.0,0
564,Burley,US,42.5357,-113.7928,92.64,32,1,8.05,haze,0.0,0
565,Belle Fourche,US,44.6714,-103.8522,98.06,8,2,15.3,clear sky,0.0,0
566,Nosy Varika,MG,-20.5833,48.5333,61.45,89,54,7.18,light rain,0.25,0
567,Huilong,CN,31.8111,121.655,82.04,90,64,10.78,broken clouds,0.0,0
568,Flinders,AU,-34.5833,150.8552,67.17,42,0,4.0,clear sky,0.0,0
569,Port Lincoln,AU,-34.7333,135.8667,55.56,72,100,8.48,overcast clouds,0.0,0
570,Jablah,SY,35.3614,35.9256,79.09,78,40,9.22,scattered clouds,0.0,0
571,Orahovac,XK,42.3994,20.6547,72.91,42,0,2.46,clear sky,0.0,0
572,Malakal,SS,9.5334,31.6605,70.99,92,72,3.51,broken clouds,0.0,0
573,Coahuayana,MX,18.7333,-103.6833,89.08,75,79,4.5,broken clouds,0.0,0
574,Oktyabrskiy,RU,54.4815,53.471,62.17,43,30,2.8,scattered clouds,0.0,0
575,Alice Springs,AU,-23.7,133.8833,60.35,25,0,9.22,clear sky,0.0,0
576,Portarlington,IE,53.1622,-7.1911,55.71,85,51,1.99,broken clouds,0.0,0
577,Coihaique,CL,-45.5752,-72.0662,41.34,98,100,4.88,light rain,0.95,0
578,Arrifes,PT,37.7667,-25.7,71.85,88,40,6.91,scattered clouds,0.0,0
579,Jiuquan,CN,39.7432,98.5174,75.76,28,29,12.82,scattered clouds,0.0,0
580,Tyumentsevo,RU,53.3224,81.498,56.43,85,52,1.12,broken clouds,0.0,0
581,Navahrudak,BY,53.6,25.8333,57.6,89,62,2.75,broken clouds,0.0,0
582,Binika,IN,21.0333,83.8,77.9,92,100,1.97,overcast clouds,0.0,0
583,Holme,DK,56.1138,10.1725,54.97,94,100,5.37,overcast clouds,0.0,0
584,Poso,ID,-1.3959,120.7524,81.36,67,11,4.85,few clouds,0.0,0
585,Dakar,SN,14.6937,-17.4441,79.68,100,75,0.0,broken clouds,0.0,0
586,Miracema Do Tocantins,BR,-9.5618,-48.3967,77.52,22,6,3.69,clear sky,0.0,0
587,Roma,US,43.2128,-75.4557,68.43,69,1,5.75,clear sky,0.0,0
588,Anito,PH,12.4497,125.2886,82.69,77,100,3.38,overcast clouds,0.0,0
589,Luena,AO,-11.7833,19.9167,58.48,34,12,5.32,few clouds,0.0,0
590,Rawson,AR,-43.3002,-65.1023,59.02,30,98,17.74,overcast clouds,0.0,0
591,Vera Cruz,BR,-12.6333,-41.0333,71.17,58,7,5.75,clear sky,0.0,0
592,Troy,US,42.6056,-83.1499,75.13,58,1,8.05,clear sky,0.0,0
593,Sur,OM,22.5667,59.5289,85.24,64,27,4.94,scattered clouds,0.0,0
594,Codrington,AU,-38.2667,141.9667,51.75,77,82,20.62,broken clouds,0.0,0
595,Beberibe,BR,-4.1797,-38.1306,80.64,81,80,15.93,broken clouds,0.0,0
596,Eureka,US,40.8021,-124.1637,70.2,80,68,4.0,broken clouds,0.0,0
597,Batsfjord,NO,70.6345,29.7185,45.23,83,100,12.66,overcast clouds,0.0,0
598,Muros,ES,42.7762,-9.0603,66.24,83,1,10.49,clear sky,0.0,0
599,Kisangani,CD,0.5167,25.2,71.44,90,58,1.59,broken clouds,0.0,0
600,The Pas,CA,53.8251,-101.2541,78.82,36,1,8.72,clear sky,0.0,0
601,Sakakah,SA,29.9697,40.2064,87.37,19,0,12.64,clear sky,0.0,0
602,Yurimaguas,PE,-5.9,-76.0833,79.79,67,90,2.59,overcast clouds,0.0,0
603,Urusha,RU,54.05,122.9,68.88,57,7,2.95,clear sky,0.0,0
604,Lukovetskiy,RU,64.2956,41.9211,55.38,98,91,6.24,overcast clouds,0.0,0
605,Mosquera,CO,4.7059,-74.2302,53.87,87,63,2.62,broken clouds,0.0,0
606,Bam,IR,29.106,58.357,86.54,13,5,8.03,clear sky,0.0,0
